trace,trace_type,eviction,prefetcher,cache_size,interaction_window,miss_ratio,byte_miss_ratio,n_req,n_prefetch,n_prefetch_then_evict,n_prefetch_then_evict_then_miss,n_prefetch_then_evict_no_demand,n_prefetch_then_evict_then_hit,n_evict,n_evict_then_prefetch,n_evict_then_useful_prefetch,n_evict_then_useless_prefetch,log_path,status
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__64mb__w100.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__64mb__w1000.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__256mb__w100.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__64mb__w10000.log,fail:134
w10.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,10000,0.7525,0.9082,48342350,10543639,2445884,1397329,668912,379643,46916154,1610541,490143,1120398,./results/cp_sweep_intensity/logs/w10.oracleGeneral.bin.zst__lru__Mithril__256mb__w10000.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__256mb__w1000.log,fail:134
w10.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1gb,1000,0.6761,0.8098,48342350,16327325,1201611,689075,337743,174793,48995528,316853,22356,294497,./results/cp_sweep_intensity/logs/w10.oracleGeneral.bin.zst__sieve__Mithril__1gb__w1000.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__16mb__w100.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__16mb__w1000.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__16mb__w10000.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__64mb__w100.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__lru__Mithril__256mb__w10000.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__64mb__w1000.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__64mb__w10000.log,fail:134
w10.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,10000,0.8041,0.9212,48342350,10526818,6936657,4446880,1642799,846978,49396294,2123773,283877,1839896,./results/cp_sweep_intensity/logs/w10.oracleGeneral.bin.zst__sieve__Mithril__256mb__w10000.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__256mb__w100.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__256mb__w10000.log,fail:134
w10.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,10000,0.7573,0.9093,48342350,10624212,2250039,1290970,609513,349556,47229973,1746812,624359,1122453,./results/cp_sweep_intensity/logs/w10.oracleGeneral.bin.zst__fifo__Mithril__256mb__w10000.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__256mb__w1000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__16mb__w100.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__16mb__w1000.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,100,0.6428,0.6349,46173369,60654009,0,0,0,0,90305498,48691,4499,44192,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__lru__Mithril__1gb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__16mb__w10000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__64mb__w100.log,fail:134
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,100,0.6452,0.6441,46173369,60736886,0,0,0,0,90497706,50518,4572,45946,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__1gb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__64mb__w1000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,100,0.0415,0.0975,45355529,2360679,0,0,0,0,4213130,5274,135,5139,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__256mb__w100.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__256mb__w10000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,1000,0.0415,0.0975,45355529,2360679,0,0,0,0,4213130,33278,986,32292,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__256mb__w1000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,100,0.0169,0.0544,45355529,270815,0,0,0,0,944272,330,168,162,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__1gb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,1000,0.0169,0.0544,45355529,270815,0,0,0,0,944272,1380,286,1094,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__1gb__w1000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__16mb__w100.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,10000,0.0169,0.0544,45355529,270815,0,0,0,0,944272,7425,2185,5240,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__1gb__w10000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__16mb__w1000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,10000,0.0415,0.0975,45355529,2360679,0,0,0,0,4213130,165223,10006,155217,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__256mb__w10000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__16mb__w10000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__lru__Mithril__64mb__w10000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__64mb__w100.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__64mb__w1000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,100,0.0438,0.1017,45355529,2366689,0,0,0,0,4322638,7682,315,7367,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__256mb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,1000,0.0438,0.1017,45355529,2366689,0,0,0,0,4322638,43315,2516,40799,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__256mb__w1000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,100,0.0204,0.0609,45355529,461265,0,0,0,0,1290975,952,340,612,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__1gb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,10000,0.0438,0.1017,45355529,2366689,0,0,0,0,4322638,188144,16222,171922,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__256mb__w10000.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1gb,100,0.6509,0.6346,46173369,62629857,603129,428920,86536,87673,92654326,76600,4179,72421,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__1gb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__16mb__w100.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,1000,0.0204,0.0609,45355529,461265,0,0,0,0,1290975,4605,670,3935,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__1gb__w1000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__16mb__w1000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,10000,0.0204,0.0609,45355529,461265,0,0,0,0,1290975,20638,2689,17949,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__1gb__w10000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__16mb__w10000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__64mb__w100.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,100,0.0347,0.0884,45355529,2455101,4596,2204,1362,1030,4000165,16549,67,16482,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__256mb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,1000,0.0347,0.0884,45355529,2455101,71478,39061,18965,13452,4000165,75166,435,74731,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__256mb__w1000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__64mb__w1000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__fifo__Mithril__64mb__w10000.log,fail:134
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1gb,100,0.0132,0.0496,45355529,115019,40,12,27,1,622539,611,287,324,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__1gb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1gb,1000,0.0132,0.0496,45355529,115019,1807,215,1355,237,622539,2067,331,1736,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__1gb__w1000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1gb,10000,0.0132,0.0496,45355529,115019,7715,1369,5321,1025,622539,5095,393,4702,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__1gb__w10000.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,10000,0.0347,0.0884,45355529,2455101,372720,216317,96485,59918,4000165,227013,3780,223233,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__256mb__w10000.log,ok
w10.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,10000,0.6698,0.8050,48342350,14886421,1506519,807513,431086,267920,47248585,1085844,167634,918210,./results/cp_sweep_intensity/logs/w10.oracleGeneral.bin.zst__lru__Mithril__1gb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,100,0.8920,0.8878,39822877,4669493,0,0,0,0,40190214,34680,9239,25441,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__16mb__w100.log,ok
w12.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w12.oracleGeneral.bin.zst__sieve__Mithril__64mb__w10000.log,fail:134
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,1000,0.8920,0.8878,39822877,4669493,1610341,1265588,123273,221480,40190214,176107,37334,138773,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__16mb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,10000,0.8920,0.8878,39822877,4669493,2466906,1930305,205333,331268,40190214,1196493,458562,737931,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__16mb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,100,0.8443,0.8392,39822877,9282361,0,0,0,0,42903502,35949,3776,32173,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__64mb__w100.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,1000,0.8443,0.8392,39822877,9282361,3085,2576,64,445,42903502,308315,56255,252060,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__64mb__w1000.log,ok
w10.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,10000,0.6790,0.8073,48342350,15083717,1482581,790190,424295,268096,47891705,1288248,308472,979776,./results/cp_sweep_intensity/logs/w10.oracleGeneral.bin.zst__fifo__Mithril__1gb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,100,0.6264,0.6362,39822877,27669496,0,0,0,0,52604315,70448,5996,64452,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__256mb__w100.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,100,0.4358,0.4467,39822877,22586022,0,0,0,0,39894966,55285,14352,40933,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__1gb__w100.log,ok
w10.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1gb,10000,0.6761,0.8098,48342350,16327325,6558939,3619389,2124381,815169,48995528,1808516,150327,1658189,./results/cp_sweep_intensity/logs/w10.oracleGeneral.bin.zst__sieve__Mithril__1gb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,10000,0.8443,0.8392,39822877,9282361,5508826,4188217,694276,626333,42903502,2173036,766927,1406109,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__64mb__w10000.log,ok
w06.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,10000,0.2645,0.1620,69392150,36544480,3796,2493,161,1142,54860075,6191417,1773219,4418198,./results/cp_sweep_intensity/logs/w06.oracleGeneral.bin.zst__fifo__Mithril__256mb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,100,0.8949,0.8915,39822877,4678472,0,0,0,0,40315134,36432,11472,24960,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__16mb__w100.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,1000,0.8949,0.8915,39822877,4678472,1588802,1248576,120145,220081,40315134,181694,46028,135666,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__16mb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,10000,0.8949,0.8915,39822877,4678472,2464206,1928031,203036,333139,40315134,1210081,475685,734396,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__16mb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,100,0.8459,0.8410,39822877,9312847,0,0,0,0,42997599,35057,3807,31250,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__64mb__w100.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,1000,0.8459,0.8410,39822877,9312847,2474,2073,53,348,42997599,313533,60527,253006,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__64mb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,100,0.6294,0.6394,39822877,27766958,0,0,0,0,52820548,74156,6599,67557,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__256mb__w100.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,1000,0.4358,0.4467,39822877,22586022,0,0,0,0,39894966,550298,159730,390568,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__1gb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,1000,0.6264,0.6362,39822877,27669496,0,0,0,0,52604315,686143,83704,602439,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__lru__Mithril__256mb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,10000,0.8459,0.8410,39822877,9312847,5495264,4173515,693977,627772,42997599,2200463,798846,1401617,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__64mb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,100,0.4424,0.4539,39822877,22711863,0,0,0,0,40286575,48503,8168,40335,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__1gb__w100.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,100,0.9164,0.9140,39822877,4631131,738854,596493,64784,77577,41125337,140769,8190,132579,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__sieve__Mithril__16mb__w100.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,1000,0.6452,0.6441,46173369,60736886,0,0,0,0,90497706,479492,50398,429094,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__fifo__Mithril__1gb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,1000,0.9164,0.9140,39822877,4631131,2648308,2117103,214977,316228,41125337,367746,37794,329952,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__sieve__Mithril__16mb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,16mb,10000,0.9164,0.9140,39822877,4631131,2704471,2160847,220215,323409,41125337,1288747,354032,934715,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__sieve__Mithril__16mb__w10000.log,ok
w06.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,10000,0.2556,0.1416,69392150,37327046,6348,4048,275,2025,55029691,5918484,1249778,4668706,./results/cp_sweep_intensity/logs/w06.oracleGeneral.bin.zst__lru__Mithril__256mb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,100,0.8470,0.8403,39822877,9339396,797532,649763,84760,63009,43066685,142353,6790,135563,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__sieve__Mithril__64mb__w100.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,1000,0.8470,0.8403,39822877,9339396,3755017,3012753,435510,306754,43066685,602683,56626,546057,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__sieve__Mithril__64mb__w1000.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,1000,0.6428,0.6349,46173369,60654009,0,0,0,0,90305498,464188,47117,417071,./results/cp_sweep_intensity/logs/w11.oracleGeneral.bin.zst__lru__Mithril__1gb__w1000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,64mb,10000,0.8470,0.8403,39822877,9339396,6333200,5002347,767071,563782,43066685,2411133,532661,1878472,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__sieve__Mithril__64mb__w10000.log,ok
w02.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,10000,0.1760,0.1287,122181000,204350235,104704100,51315683,1286014,52102403,225849087,33414550,7063924,26350626,./results/cp_sweep_intensity/logs/w02.oracleGeneral.bin.zst__lru__Mithril__64mb__w10000.log,ok
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__16mb__w100.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__16mb__w1000.log,fail:134
w02.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,10000,0.1761,0.1285,122181000,204367165,104699958,51170085,1374603,52155270,225876344,33406033,7131633,26274400,./results/cp_sweep_intensity/logs/w02.oracleGeneral.bin.zst__fifo__Mithril__64mb__w10000.log,ok
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,256mb,1000,0.6294,0.6394,39822877,27766958,0,0,0,0,52820548,720307,96442,623865,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__256mb__w1000.log,ok
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,16mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__16mb__w10000.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__64mb__w100.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__64mb__w1000.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__256mb__w100.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,64mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__64mb__w10000.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,256mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__256mb__w1000.log,fail:134
w13.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,256mb,100,0.6306,0.6328,39822877,27929508,1191309,881355,156744,153210,53030057,212524,12829,199695,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__sieve__Mithril__256mb__w100.log,ok
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__1gb__w100.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1gb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__lru__Mithril__1gb__w1000.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__fifo__Mithril__16mb__w100.log,fail:134
w13.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,1gb,1000,0.4424,0.4539,39822877,22711863,0,0,0,0,40286575,488435,108471,379964,./results/cp_sweep_intensity/logs/w13.oracleGeneral.bin.zst__fifo__Mithril__1gb__w1000.log,ok
w14.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__fifo__Mithril__16mb__w1000.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,16mb,10000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__fifo__Mithril__16mb__w10000.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,100,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__fifo__Mithril__64mb__w100.log,fail:134
w14.oracleGeneral.bin.zst,oracleGeneral,fifo,Mithril,64mb,1000,,,,,,,,,,,,,./results/cp_sweep_intensity/logs/w14.oracleGeneral.bin.zst__fifo__Mithril__64mb__w1000.log,fail:134
