trace,trace_type,eviction,prefetcher,cache_size,wss_byte,wss_frac,miss_ratio,byte_miss_ratio,n_req,log_path,status
w39.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,61387223,6138722304,0.01,0.1244,0.1588,17920022,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w39.oracleGeneral.bin.zst__lru__Mithril__61387223.log,ok
w38.oracleGeneral.bin.zst,oracleGeneral,lru,PG,294913397,29491339776,0.01,0.6915,0.6867,18535323,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w38.oracleGeneral.bin.zst__lru__PG__294913397.log,ok
w38.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,294913397,29491339776,0.01,0.6949,0.7048,18535323,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w38.oracleGeneral.bin.zst__sieve__PG__294913397.log,ok
w39.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,61387223,6138722304,0.01,0.1248,0.1594,17920022,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w39.oracleGeneral.bin.zst__sieve__Mithril__61387223.log,ok
w39.oracleGeneral.bin.zst,oracleGeneral,lru,PG,61387223,6138722304,0.01,0.1320,0.1703,17920022,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w39.oracleGeneral.bin.zst__lru__PG__61387223.log,ok
w42.oracleGeneral.bin.zst,oracleGeneral,lru,none,619452001,61945200128,0.01,0.8081,0.7630,16894445,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__lru__noprefetch__619452001.log,ok
w42.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,619452001,61945200128,0.01,0.8080,0.7630,16894445,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__lru__OBL__619452001.log,ok
w40.oracleGeneral.bin.zst,oracleGeneral,lru,PG,70130365,7013036544,0.01,0.1603,0.2530,17657232,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w40.oracleGeneral.bin.zst__lru__PG__70130365.log,ok
w42.oracleGeneral.bin.zst,oracleGeneral,sieve,none,619452001,61945200128,0.01,0.7866,0.7329,16894445,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__sieve__noprefetch__619452001.log,ok
w40.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,70130365,7013036544,0.01,0.1573,0.2413,17657232,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w40.oracleGeneral.bin.zst__sieve__Mithril__70130365.log,ok
w42.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,619452001,61945200128,0.01,0.7865,0.7329,16894445,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__sieve__OBL__619452001.log,ok
w39.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,61387223,6138722304,0.01,0.1308,0.1689,17920022,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w39.oracleGeneral.bin.zst__sieve__PG__61387223.log,ok
w40.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,70130365,7013036544,0.01,0.1591,0.2513,17657232,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w40.oracleGeneral.bin.zst__sieve__PG__70130365.log,ok
w40.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,70130365,7013036544,0.01,0.1567,0.2413,17657232,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w40.oracleGeneral.bin.zst__lru__Mithril__70130365.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,lru,none,1288446689,128844668928,0.01,0.8049,0.9069,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__lru__noprefetch__1288446689.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,1288446689,128844668928,0.01,0.8049,0.9069,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__lru__OBL__1288446689.log,ok
w42.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,619452001,61945200128,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__lru__Mithril__619452001.log,fail:134
w44.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,190750018,19075001856,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__lru__Mithril__190750018.log,fail:134
w42.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,619452001,61945200128,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__sieve__Mithril__619452001.log,fail:134
w34.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,2203932963,220393296384,0.01,0.4930,0.4497,19553551,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w34.oracleGeneral.bin.zst__lru__Mithril__2203932963.log,ok
w41.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,100014366,10001436672,0.01,0.1228,0.2245,17004738,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w41.oracleGeneral.bin.zst__sieve__Mithril__100014366.log,ok
w41.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,100014366,10001436672,0.01,0.1210,0.2211,17004738,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w41.oracleGeneral.bin.zst__lru__Mithril__100014366.log,ok
w44.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,190750018,19075001856,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__sieve__Mithril__190750018.log,fail:134
w45.oracleGeneral.bin.zst,oracleGeneral,lru,none,28985139,2898513920,0.01,0.1672,0.2204,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__lru__noprefetch__28985139.log,ok
w34.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,2203932963,220393296384,0.01,0.5170,0.4866,19553551,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w34.oracleGeneral.bin.zst__sieve__Mithril__2203932963.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,sieve,none,1288446689,128844668928,0.01,0.7683,0.8588,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__sieve__noprefetch__1288446689.log,ok
w41.oracleGeneral.bin.zst,oracleGeneral,lru,PG,100014366,10001436672,0.01,0.1397,0.2794,17004738,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w41.oracleGeneral.bin.zst__lru__PG__100014366.log,ok
w45.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,28985139,2898513920,0.01,0.1672,0.2204,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__lru__OBL__28985139.log,ok
w44.oracleGeneral.bin.zst,oracleGeneral,lru,none,190750018,19075001856,0.01,0.9203,0.8323,12116074,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__lru__noprefetch__190750018.log,ok
w45.oracleGeneral.bin.zst,oracleGeneral,sieve,none,28985139,2898513920,0.01,0.1629,0.1959,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__sieve__noprefetch__28985139.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,1288446689,128844668928,0.01,0.7683,0.8588,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__sieve__OBL__1288446689.log,ok
w45.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,28985139,2898513920,0.01,0.1629,0.1959,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__sieve__OBL__28985139.log,ok
w44.oracleGeneral.bin.zst,oracleGeneral,sieve,none,190750018,19075001856,0.01,0.9145,0.8269,12116074,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__sieve__noprefetch__190750018.log,ok
w44.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,190750018,19075001856,0.01,0.9199,0.8322,12116074,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__lru__OBL__190750018.log,ok
w44.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,190750018,19075001856,0.01,0.9125,0.8252,12116074,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__sieve__OBL__190750018.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,lru,none,31511347,3151134720,0.01,0.1523,0.2623,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__lru__noprefetch__31511347.log,ok
w41.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,100014366,10001436672,0.01,0.1374,0.2768,17004738,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w41.oracleGeneral.bin.zst__sieve__PG__100014366.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,31511347,3151134720,0.01,0.1523,0.2623,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__lru__OBL__31511347.log,ok
w46.oracleGeneral.bin.zst,oracleGeneral,lru,none,13323540128,1332354012864,0.01,0.5827,0.8755,11550125,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w46.oracleGeneral.bin.zst__lru__noprefetch__13323540128.log,ok
w46.oracleGeneral.bin.zst,oracleGeneral,sieve,none,13323540128,1332354012864,0.01,0.5742,0.8369,11550125,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w46.oracleGeneral.bin.zst__sieve__noprefetch__13323540128.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,sieve,none,31511347,3151134720,0.01,0.1491,0.2418,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__sieve__noprefetch__31511347.log,ok
w46.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,13323540128,1332354012864,0.01,0.5742,0.8369,11550125,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w46.oracleGeneral.bin.zst__sieve__OBL__13323540128.log,ok
w46.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,13323540128,1332354012864,0.01,0.5827,0.8755,11550125,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w46.oracleGeneral.bin.zst__lru__OBL__13323540128.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,31511347,3151134720,0.01,0.1491,0.2418,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__sieve__OBL__31511347.log,ok
w37.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,499892674,49989267456,0.01,0.5326,0.6756,18840688,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w37.oracleGeneral.bin.zst__lru__Mithril__499892674.log,ok
w42.oracleGeneral.bin.zst,oracleGeneral,lru,PG,619452001,61945200128,0.01,0.7938,0.7484,16894445,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__lru__PG__619452001.log,ok
w37.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,499892674,49989267456,0.01,0.5152,0.6653,18840688,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w37.oracleGeneral.bin.zst__sieve__Mithril__499892674.log,ok
w42.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,619452001,61945200128,0.01,0.7776,0.7323,16894445,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w42.oracleGeneral.bin.zst__sieve__PG__619452001.log,ok
w44.oracleGeneral.bin.zst,oracleGeneral,lru,PG,190750018,19075001856,0.01,0.9181,0.8295,12116074,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__lru__PG__190750018.log,ok
w44.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,190750018,19075001856,0.01,0.9108,0.8232,12116074,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w44.oracleGeneral.bin.zst__sieve__PG__190750018.log,ok
w48.oracleGeneral.bin.zst,oracleGeneral,sieve,none,2206046684,220604668416,0.01,0.9195,0.9136,14097008,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w48.oracleGeneral.bin.zst__sieve__noprefetch__2206046684.log,ok
w45.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,28985139,2898513920,0.01,0.1415,0.1709,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__sieve__Mithril__28985139.log,ok
w48.oracleGeneral.bin.zst,oracleGeneral,lru,none,2206046684,220604668416,0.01,0.8998,0.8747,14097008,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w48.oracleGeneral.bin.zst__lru__noprefetch__2206046684.log,ok
w45.oracleGeneral.bin.zst,oracleGeneral,lru,PG,28985139,2898513920,0.01,0.1665,0.2165,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__lru__PG__28985139.log,ok
w48.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,2206046684,220604668416,0.01,0.9139,0.9148,14097008,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w48.oracleGeneral.bin.zst__sieve__OBL__2206046684.log,ok
w45.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,28985139,2898513920,0.01,0.1627,0.1958,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__sieve__PG__28985139.log,ok
w45.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,28985139,2898513920,0.01,0.1429,0.2196,15064629,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w45.oracleGeneral.bin.zst__lru__Mithril__28985139.log,ok
w48.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,2206046684,220604668416,0.01,0.8936,0.8746,14097008,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w48.oracleGeneral.bin.zst__lru__OBL__2206046684.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,lru,PG,1288446689,128844668928,0.01,0.7878,0.8915,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__lru__PG__1288446689.log,ok
w31.oracleGeneral.bin.zst,oracleGeneral,lru,PG,28071554698,2807155469824,0.01,0.9025,0.9864,21166982,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w31.oracleGeneral.bin.zst__lru__PG__28071554698.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,lru,none,809102972,80910297280,0.01,0.6755,0.8222,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__lru__noprefetch__809102972.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,809102972,80910297280,0.01,0.6755,0.8222,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__lru__OBL__809102972.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,31511347,3151134720,0.01,0.1324,0.2119,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__sieve__Mithril__31511347.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,lru,PG,31511347,3151134720,0.01,0.1520,0.2607,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__lru__PG__31511347.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,31511347,3151134720,0.01,0.1345,0.2622,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__lru__Mithril__31511347.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,sieve,none,809102972,80910297280,0.01,0.6715,0.8175,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__sieve__noprefetch__809102972.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,809102972,80910297280,0.01,0.6716,0.8176,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__sieve__OBL__809102972.log,ok
w47.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,31511347,3151134720,0.01,0.1490,0.2418,14314717,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w47.oracleGeneral.bin.zst__sieve__PG__31511347.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,1288446689,128844668928,0.01,0.7517,0.8482,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__sieve__PG__1288446689.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,235319552,23531955212,0.01,0.4692,0.3425,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__lru__OBL__235319552.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,lru,none,235319552,23531955212,0.01,0.4692,0.3425,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__lru__noprefetch__235319552.log,ok
w46.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,13323540128,1332354012864,0.01,0.5254,0.7772,11550125,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w46.oracleGeneral.bin.zst__sieve__Mithril__13323540128.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,sieve,none,235319552,23531955212,0.01,0.4515,0.3372,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__sieve__noprefetch__235319552.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,235319552,23531955212,0.01,0.4515,0.3372,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__sieve__OBL__235319552.log,ok
w46.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,13323540128,1332354012864,0.01,0.5409,0.8047,11550125,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w46.oracleGeneral.bin.zst__lru__Mithril__13323540128.log,ok
w31.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,28071554698,2807155469824,0.01,0.8775,0.9813,21166982,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w31.oracleGeneral.bin.zst__sieve__PG__28071554698.log,ok
w50.oracleGeneral.bin.zst,oracleGeneral,lru,none,496975738,49697573888,0.01,0.9838,0.9886,13448032,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w50.oracleGeneral.bin.zst__lru__noprefetch__496975738.log,ok
w50.oracleGeneral.bin.zst,oracleGeneral,sieve,none,496975738,49697573888,0.01,0.9621,0.9467,13448032,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w50.oracleGeneral.bin.zst__sieve__noprefetch__496975738.log,ok
w50.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,496975738,49697573888,0.01,0.9711,0.9883,13448032,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w50.oracleGeneral.bin.zst__lru__OBL__496975738.log,ok
w50.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,496975738,49697573888,0.01,0.9243,0.9458,13448032,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w50.oracleGeneral.bin.zst__sieve__OBL__496975738.log,ok
w52.oracleGeneral.bin.zst,oracleGeneral,lru,none,78447370,7844737024,0.01,0.4862,0.6732,11451546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w52.oracleGeneral.bin.zst__lru__noprefetch__78447370.log,ok
w52.oracleGeneral.bin.zst,oracleGeneral,sieve,none,78447370,7844737024,0.01,0.4516,0.6510,11451546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w52.oracleGeneral.bin.zst__sieve__noprefetch__78447370.log,ok
w52.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,78447370,7844737024,0.01,0.4862,0.6732,11451546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w52.oracleGeneral.bin.zst__lru__OBL__78447370.log,ok
w52.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,78447370,7844737024,0.01,0.4516,0.6510,11451546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w52.oracleGeneral.bin.zst__sieve__OBL__78447370.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,lru,PG,809102972,80910297280,0.01,0.6564,0.8020,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__lru__PG__809102972.log,ok
w53.oracleGeneral.bin.zst,oracleGeneral,lru,none,5983383953,598338395328,0.01,0.7105,0.9288,8973978,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w53.oracleGeneral.bin.zst__lru__noprefetch__5983383953.log,ok
w53.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,5983383953,598338395328,0.01,0.7105,0.9288,8973978,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w53.oracleGeneral.bin.zst__lru__OBL__5983383953.log,ok
w53.oracleGeneral.bin.zst,oracleGeneral,sieve,none,5983383953,598338395328,0.01,0.7016,0.9231,8973978,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w53.oracleGeneral.bin.zst__sieve__noprefetch__5983383953.log,ok
w48.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,2206046684,220604668416,0.01,0.9065,0.9070,14097008,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w48.oracleGeneral.bin.zst__sieve__PG__2206046684.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1288446689,128844668928,0.01,0.4629,0.5277,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__sieve__Mithril__1288446689.log,ok
w53.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,5983383953,598338395328,0.01,0.7016,0.9231,8973978,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w53.oracleGeneral.bin.zst__sieve__OBL__5983383953.log,ok
w48.oracleGeneral.bin.zst,oracleGeneral,lru,PG,2206046684,220604668416,0.01,0.8815,0.8685,14097008,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w48.oracleGeneral.bin.zst__lru__PG__2206046684.log,ok
w43.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1288446689,128844668928,0.01,0.4650,0.5310,15617420,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w43.oracleGeneral.bin.zst__lru__Mithril__1288446689.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,809102972,80910297280,0.01,0.2919,0.3726,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__lru__Mithril__809102972.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,809102972,80910297280,0.01,0.6550,0.7988,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__sieve__PG__809102972.log,ok
w54.oracleGeneral.bin.zst,oracleGeneral,lru,none,27680301140,2768030114047,0.01,0.8832,0.9789,8832954,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w54.oracleGeneral.bin.zst__lru__noprefetch__27680301140.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,235319552,23531955212,0.01,0.2892,0.1837,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__lru__Mithril__235319552.log,ok
w54.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,27680301140,2768030114047,0.01,0.8832,0.9789,8832954,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w54.oracleGeneral.bin.zst__lru__OBL__27680301140.log,ok
w49.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,809102972,80910297280,0.01,0.2953,0.3764,11151558,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w49.oracleGeneral.bin.zst__sieve__Mithril__809102972.log,ok
w54.oracleGeneral.bin.zst,oracleGeneral,sieve,none,27680301140,2768030114047,0.01,0.8460,0.9754,8832954,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w54.oracleGeneral.bin.zst__sieve__noprefetch__27680301140.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,235319552,23531955212,0.01,0.2984,0.1876,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__sieve__Mithril__235319552.log,ok
w54.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,27680301140,2768030114047,0.01,0.8460,0.9754,8832954,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w54.oracleGeneral.bin.zst__sieve__OBL__27680301140.log,ok
w55.oracleGeneral.bin.zst,oracleGeneral,lru,none,412119799,41211979968,0.01,0.8725,0.7502,8855434,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w55.oracleGeneral.bin.zst__lru__noprefetch__412119799.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,lru,PG,235319552,23531955212,0.01,0.4657,0.3405,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__lru__PG__235319552.log,ok
w52.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,78447370,7844737024,0.01,0.4257,0.6341,11451546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w52.oracleGeneral.bin.zst__sieve__PG__78447370.log,ok
w52.oracleGeneral.bin.zst,oracleGeneral,lru,PG,78447370,7844737024,0.01,0.4552,0.6500,11451546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w52.oracleGeneral.bin.zst__lru__PG__78447370.log,ok
w55.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,412119799,41211979968,0.01,0.8725,0.7502,8855434,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w55.oracleGeneral.bin.zst__lru__OBL__412119799.log,ok
w51.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,235319552,23531955212,0.01,0.4511,0.3358,9551283,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w51.oracleGeneral.bin.zst__sieve__PG__235319552.log,ok
w50.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,496975738,49697573888,0.01,0.8255,0.8901,13448032,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w50.oracleGeneral.bin.zst__sieve__PG__496975738.log,ok
w55.oracleGeneral.bin.zst,oracleGeneral,sieve,none,412119799,41211979968,0.01,0.8706,0.7536,8855434,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w55.oracleGeneral.bin.zst__sieve__noprefetch__412119799.log,ok
w52.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,78447370,7844737024,0.01,0.1557,0.2544,11451546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w52.oracleGeneral.bin.zst__lru__Mithril__78447370.log,ok
