trace,trace_type,eviction,prefetcher,cache_size,wss_byte,wss_frac,miss_ratio,byte_miss_ratio,n_req,log_path,status
w23.oracleGeneral.bin.zst,oracleGeneral,lru,none,782452787,78245278720,0.01,0.7340,0.8246,27914470,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__lru__noprefetch__782452787.log,ok
w17.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,479192642,47919264256,0.01,0.2225,0.2934,31398089,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w17.oracleGeneral.bin.zst__lru__Mithril__479192642.log,ok
w23.oracleGeneral.bin.zst,oracleGeneral,sieve,none,782452787,78245278720,0.01,0.6751,0.8128,27914470,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__sieve__noprefetch__782452787.log,ok
w19.oracleGeneral.bin.zst,oracleGeneral,lru,PG,386807680,38680768000,0.01,0.9354,0.9230,31116216,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w19.oracleGeneral.bin.zst__lru__PG__386807680.log,ok
w23.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,782452787,78245278720,0.01,0.7157,0.8190,27914470,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__lru__OBL__782452787.log,ok
w05.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,15429059020,1542905902080,0.01,0.7511,0.6405,73034546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w05.oracleGeneral.bin.zst__lru__Mithril__15429059020.log,ok
w22.oracleGeneral.bin.zst,oracleGeneral,lru,PG,713576386,71357638656,0.01,0.8911,0.7418,22248591,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w22.oracleGeneral.bin.zst__lru__PG__713576386.log,ok
w23.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,782452787,78245278720,0.01,0.6424,0.7957,27914470,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__sieve__OBL__782452787.log,ok
w24.oracleGeneral.bin.zst,oracleGeneral,lru,none,1007676544,100767654400,0.01,0.5996,0.7870,27165370,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__lru__noprefetch__1007676544.log,ok
w17.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,479192642,47919264256,0.01,0.2143,0.2863,31398089,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w17.oracleGeneral.bin.zst__sieve__Mithril__479192642.log,ok
w24.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,1007676544,100767654400,0.01,0.5996,0.7870,27165370,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__lru__OBL__1007676544.log,ok
w22.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,713576386,71357638656,0.01,0.8857,0.7354,22248591,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w22.oracleGeneral.bin.zst__sieve__PG__713576386.log,ok
w24.oracleGeneral.bin.zst,oracleGeneral,sieve,none,1007676544,100767654400,0.01,0.5830,0.7915,27165370,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__sieve__noprefetch__1007676544.log,ok
w24.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,1007676544,100767654400,0.01,0.5830,0.7915,27165370,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__sieve__OBL__1007676544.log,ok
w21.oracleGeneral.bin.zst,oracleGeneral,lru,PG,4009965342,400996534272,0.01,0.8684,0.9552,29416348,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w21.oracleGeneral.bin.zst__lru__PG__4009965342.log,ok
w22.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,713576386,71357638656,0.01,0.8826,0.7323,22248591,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w22.oracleGeneral.bin.zst__lru__Mithril__713576386.log,ok
w05.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,15429059020,1542905902080,0.01,0.7573,0.6430,73034546,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w05.oracleGeneral.bin.zst__sieve__Mithril__15429059020.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,lru,none,1611478266,161147826688,0.01,0.9303,0.9575,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__lru__noprefetch__1611478266.log,ok
w20.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,11471229905,1147122990592,0.01,0.5005,0.5458,29842317,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w20.oracleGeneral.bin.zst__lru__Mithril__11471229905.log,ok
w20.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,11471229905,1147122990592,0.01,0.4954,0.5444,29842317,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w20.oracleGeneral.bin.zst__sieve__Mithril__11471229905.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,sieve,none,1611478266,161147826688,0.01,0.8642,0.9010,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__sieve__noprefetch__1611478266.log,ok
w22.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,713576386,71357638656,0.01,0.8794,0.7289,22248591,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w22.oracleGeneral.bin.zst__sieve__Mithril__713576386.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,1611478266,161147826688,0.01,0.9249,0.9574,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__lru__OBL__1611478266.log,ok
w21.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,4009965342,400996534272,0.01,0.8651,0.9538,29416348,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w21.oracleGeneral.bin.zst__sieve__PG__4009965342.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,1611478266,161147826688,0.01,0.8623,0.9040,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__sieve__OBL__1611478266.log,ok
w21.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,4009965342,400996534272,0.01,0.3368,0.2964,29416348,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w21.oracleGeneral.bin.zst__lru__Mithril__4009965342.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,sieve,none,1520186869,152018686976,0.01,0.4992,0.7344,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__sieve__noprefetch__1520186869.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,lru,none,1520186869,152018686976,0.01,0.5170,0.7481,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__lru__noprefetch__1520186869.log,ok
w23.oracleGeneral.bin.zst,oracleGeneral,lru,PG,782452787,78245278720,0.01,0.7256,0.8213,27914470,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__lru__PG__782452787.log,ok
w23.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,782452787,78245278720,0.01,0.6580,0.7976,27914470,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__sieve__PG__782452787.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,1520186869,152018686976,0.01,0.5170,0.7481,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__lru__OBL__1520186869.log,ok
w20.oracleGeneral.bin.zst,oracleGeneral,lru,PG,11471229905,1147122990592,0.01,0.7103,0.9202,29842317,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w20.oracleGeneral.bin.zst__lru__PG__11471229905.log,ok
w21.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,4009965342,400996534272,0.01,0.3402,0.2990,29416348,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w21.oracleGeneral.bin.zst__sieve__Mithril__4009965342.log,ok
w24.oracleGeneral.bin.zst,oracleGeneral,lru,PG,1007676544,100767654400,0.01,0.5927,0.7791,27165370,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__lru__PG__1007676544.log,ok
w27.oracleGeneral.bin.zst,oracleGeneral,lru,none,489817320,48981732032,0.01,0.7473,0.7048,19501541,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__lru__noprefetch__489817320.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,1520186869,152018686976,0.01,0.4992,0.7344,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__sieve__OBL__1520186869.log,ok
w20.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,11471229905,1147122990592,0.01,0.6947,0.9142,29842317,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w20.oracleGeneral.bin.zst__sieve__PG__11471229905.log,ok
w24.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,1007676544,100767654400,0.01,0.5839,0.7815,27165370,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__sieve__PG__1007676544.log,ok
w27.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,489817320,48981732032,0.01,0.7473,0.7048,19501541,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__lru__OBL__489817320.log,ok
w27.oracleGeneral.bin.zst,oracleGeneral,sieve,none,489817320,48981732032,0.01,0.7967,0.7796,19501541,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__sieve__noprefetch__489817320.log,ok
w27.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,489817320,48981732032,0.01,0.7967,0.7796,19501541,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__sieve__OBL__489817320.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,812875520,81287552000,0.01,0.6804,0.6639,46173369,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w11.oracleGeneral.bin.zst__sieve__Mithril__812875520.log,ok
w19.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,386807680,38680768000,0.01,0.2149,0.1805,31116216,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w19.oracleGeneral.bin.zst__sieve__Mithril__386807680.log,ok
w11.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,812875520,81287552000,0.01,0.6749,0.6685,46173369,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w11.oracleGeneral.bin.zst__lru__Mithril__812875520.log,ok
w28.oracleGeneral.bin.zst,oracleGeneral,lru,none,2290012592,229001259200,0.01,0.7850,0.8603,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__lru__noprefetch__2290012592.log,ok
w28.oracleGeneral.bin.zst,oracleGeneral,sieve,none,2290012592,229001259200,0.01,0.7486,0.8487,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__sieve__noprefetch__2290012592.log,ok
w28.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,2290012592,229001259200,0.01,0.7846,0.8602,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__lru__OBL__2290012592.log,ok
w19.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,386807680,38680768000,0.01,0.2022,0.1665,31116216,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w19.oracleGeneral.bin.zst__lru__Mithril__386807680.log,ok
w28.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,2290012592,229001259200,0.01,0.7482,0.8487,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__sieve__OBL__2290012592.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,lru,none,504006248,50400624832,0.01,0.6666,0.6624,19087784,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__lru__noprefetch__504006248.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,sieve,none,504006248,50400624832,0.01,0.7189,0.7556,19087784,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__sieve__noprefetch__504006248.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,504006248,50400624832,0.01,0.6666,0.6624,19087784,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__lru__OBL__504006248.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,504006248,50400624832,0.01,0.7189,0.7556,19087784,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__sieve__OBL__504006248.log,ok
w24.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1007676544,100767654400,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__lru__Mithril__1007676544.log,fail:134
w27.oracleGeneral.bin.zst,oracleGeneral,lru,PG,489817320,48981732032,0.01,0.7460,0.7042,19501541,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__lru__PG__489817320.log,ok
w27.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,489817320,48981732032,0.01,0.7931,0.7731,19501541,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__sieve__PG__489817320.log,ok
w30.oracleGeneral.bin.zst,oracleGeneral,lru,none,304823546,30482354688,0.01,0.6804,0.6471,21390010,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w30.oracleGeneral.bin.zst__lru__noprefetch__304823546.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,lru,PG,1520186869,152018686976,0.01,0.4995,0.7302,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__lru__PG__1520186869.log,ok
w01.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,6859525155,685952515584,0.01,0.8375,0.7667,215796257,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w01.oracleGeneral.bin.zst__sieve__Mithril__6859525155.log,ok
w30.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,304823546,30482354688,0.01,0.6804,0.6471,21390010,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w30.oracleGeneral.bin.zst__lru__OBL__304823546.log,ok
w30.oracleGeneral.bin.zst,oracleGeneral,sieve,none,304823546,30482354688,0.01,0.8841,0.9105,21390010,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w30.oracleGeneral.bin.zst__sieve__noprefetch__304823546.log,ok
w27.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,489817320,48981732032,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__sieve__Mithril__489817320.log,fail:1
w24.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1007676544,100767654400,0.01,0.4401,0.5757,27165370,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w24.oracleGeneral.bin.zst__sieve__Mithril__1007676544.log,ok
w30.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,304823546,30482354688,0.01,0.8841,0.9105,21390010,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w30.oracleGeneral.bin.zst__sieve__OBL__304823546.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,1520186869,152018686976,0.01,0.4839,0.7185,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__sieve__PG__1520186869.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1611478266,161147826688,0.01,0.2697,0.2349,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__lru__Mithril__1611478266.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,lru,PG,504006248,50400624832,0.01,0.6663,0.6622,19087784,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__lru__PG__504006248.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,504006248,50400624832,0.01,0.7238,0.7593,19087784,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__sieve__PG__504006248.log,ok
w28.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,2290012592,229001259200,0.01,0.7437,0.8408,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__sieve__PG__2290012592.log,ok
w28.oracleGeneral.bin.zst,oracleGeneral,lru,PG,2290012592,229001259200,0.01,0.7788,0.8559,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__lru__PG__2290012592.log,ok
w27.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,489817320,48981732032,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w27.oracleGeneral.bin.zst__lru__Mithril__489817320.log,fail:1
w31.oracleGeneral.bin.zst,oracleGeneral,lru,none,28071554698,2807155469824,0.01,0.9033,0.9882,21166982,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w31.oracleGeneral.bin.zst__lru__noprefetch__28071554698.log,ok
w31.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,28071554698,2807155469824,0.01,0.9033,0.9882,21166982,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w31.oracleGeneral.bin.zst__lru__OBL__28071554698.log,ok
w31.oracleGeneral.bin.zst,oracleGeneral,sieve,none,28071554698,2807155469824,0.01,0.8749,0.9823,21166982,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w31.oracleGeneral.bin.zst__sieve__noprefetch__28071554698.log,ok
w32.oracleGeneral.bin.zst,oracleGeneral,lru,none,478672706,47867270656,0.01,0.7303,0.6003,20776392,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w32.oracleGeneral.bin.zst__lru__noprefetch__478672706.log,ok
w31.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,28071554698,2807155469824,0.01,0.8749,0.9823,21166982,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w31.oracleGeneral.bin.zst__sieve__OBL__28071554698.log,ok
w33.oracleGeneral.bin.zst,oracleGeneral,lru,none,90925424,9092542464,0.01,0.1998,0.3619,19868346,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w33.oracleGeneral.bin.zst__lru__noprefetch__90925424.log,ok
w32.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,478672706,47867270656,0.01,0.7303,0.6003,20776392,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w32.oracleGeneral.bin.zst__lru__OBL__478672706.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1611478266,161147826688,0.01,0.2806,0.2412,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__sieve__Mithril__1611478266.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,lru,PG,1611478266,161147826688,0.01,0.7399,0.7390,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__lru__PG__1611478266.log,ok
w30.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,304823546,30482354688,0.01,0.8810,0.9196,21390010,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w30.oracleGeneral.bin.zst__sieve__PG__304823546.log,ok
w33.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,90925424,9092542464,0.01,0.1998,0.3619,19868346,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w33.oracleGeneral.bin.zst__lru__OBL__90925424.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,1520186869,152018686976,0.01,0.3509,0.5298,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__sieve__Mithril__1520186869.log,ok
w26.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,1520186869,152018686976,0.01,0.3543,0.5310,26532121,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w26.oracleGeneral.bin.zst__lru__Mithril__1520186869.log,ok
w32.oracleGeneral.bin.zst,oracleGeneral,sieve,none,478672706,47867270656,0.01,0.7200,0.6017,20776392,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w32.oracleGeneral.bin.zst__sieve__noprefetch__478672706.log,ok
w33.oracleGeneral.bin.zst,oracleGeneral,sieve,none,90925424,9092542464,0.01,0.1993,0.3607,19868346,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w33.oracleGeneral.bin.zst__sieve__noprefetch__90925424.log,ok
w32.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,478672706,47867270656,0.01,0.7200,0.6017,20776392,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w32.oracleGeneral.bin.zst__sieve__OBL__478672706.log,ok
w33.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,90925424,9092542464,0.01,0.1993,0.3607,19868346,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w33.oracleGeneral.bin.zst__sieve__OBL__90925424.log,ok
w30.oracleGeneral.bin.zst,oracleGeneral,lru,PG,304823546,30482354688,0.01,0.6662,0.6411,21390010,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w30.oracleGeneral.bin.zst__lru__PG__304823546.log,ok
w23.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,782452787,78245278720,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__sieve__Mithril__782452787.log,fail:134
w28.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,2290012592,229001259200,0.01,0.5842,0.6912,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__sieve__Mithril__2290012592.log,ok
w28.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,2290012592,229001259200,0.01,0.5793,0.6818,19739621,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w28.oracleGeneral.bin.zst__lru__Mithril__2290012592.log,ok
w25.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,1611478266,161147826688,0.01,0.7450,0.7434,26569398,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w25.oracleGeneral.bin.zst__sieve__PG__1611478266.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,sieve,Mithril,504006248,50400624832,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__sieve__Mithril__504006248.log,fail:1
w35.oracleGeneral.bin.zst,oracleGeneral,lru,none,559016535,55901653504,0.01,0.1587,0.4911,15415663,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w35.oracleGeneral.bin.zst__lru__noprefetch__559016535.log,ok
w29.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,504006248,50400624832,0.01,,,,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w29.oracleGeneral.bin.zst__lru__Mithril__504006248.log,fail:1
w34.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,2203932963,220393296384,0.01,0.7317,0.9278,19553551,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w34.oracleGeneral.bin.zst__sieve__OBL__2203932963.log,ok
w34.oracleGeneral.bin.zst,oracleGeneral,sieve,none,2203932963,220393296384,0.01,0.7317,0.9278,19553551,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w34.oracleGeneral.bin.zst__sieve__noprefetch__2203932963.log,ok
w34.oracleGeneral.bin.zst,oracleGeneral,lru,none,2203932963,220393296384,0.01,0.7298,0.7610,19553551,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w34.oracleGeneral.bin.zst__lru__noprefetch__2203932963.log,ok
w35.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,559016535,55901653504,0.01,0.1587,0.4911,15415663,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w35.oracleGeneral.bin.zst__lru__OBL__559016535.log,ok
w35.oracleGeneral.bin.zst,oracleGeneral,sieve,none,559016535,55901653504,0.01,0.1461,0.4677,15415663,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w35.oracleGeneral.bin.zst__sieve__noprefetch__559016535.log,ok
w34.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,2203932963,220393296384,0.01,0.7297,0.7609,19553551,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w34.oracleGeneral.bin.zst__lru__OBL__2203932963.log,ok
w33.oracleGeneral.bin.zst,oracleGeneral,lru,PG,90925424,9092542464,0.01,0.1998,0.3618,19868346,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w33.oracleGeneral.bin.zst__lru__PG__90925424.log,ok
w35.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,559016535,55901653504,0.01,0.1461,0.4677,15415663,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w35.oracleGeneral.bin.zst__sieve__OBL__559016535.log,ok
w33.oracleGeneral.bin.zst,oracleGeneral,sieve,PG,90925424,9092542464,0.01,0.1993,0.3605,19868346,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w33.oracleGeneral.bin.zst__sieve__PG__90925424.log,ok
w36.oracleGeneral.bin.zst,oracleGeneral,lru,OBL,83388620,8338862080,0.01,0.1883,0.3575,18915625,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w36.oracleGeneral.bin.zst__lru__OBL__83388620.log,ok
w32.oracleGeneral.bin.zst,oracleGeneral,lru,PG,478672706,47867270656,0.01,0.7211,0.5851,20776392,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w32.oracleGeneral.bin.zst__lru__PG__478672706.log,ok
w36.oracleGeneral.bin.zst,oracleGeneral,lru,none,83388620,8338862080,0.01,0.1883,0.3575,18915625,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w36.oracleGeneral.bin.zst__lru__noprefetch__83388620.log,ok
w36.oracleGeneral.bin.zst,oracleGeneral,sieve,none,83388620,8338862080,0.01,0.1883,0.3568,18915625,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w36.oracleGeneral.bin.zst__sieve__noprefetch__83388620.log,ok
w36.oracleGeneral.bin.zst,oracleGeneral,sieve,OBL,83388620,8338862080,0.01,0.1883,0.3568,18915625,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w36.oracleGeneral.bin.zst__sieve__OBL__83388620.log,ok
w23.oracleGeneral.bin.zst,oracleGeneral,lru,Mithril,782452787,78245278720,0.01,0.5913,0.4308,27914470,/users/varuncg/libCacheSim/results/cp_wss01_prefetch/logs/w23.oracleGeneral.bin.zst__lru__Mithril__782452787.log,ok
